id,fips5,totalpop,countbelow200pct,State,Housingperpov200,Businessperemp,ImpactFinanceperpov200,CommDevOtherperpov200,z_Housing,z_ImpactFinance,z_CommDevOther,z_Business,z_GlobalCapacity,popsize_bin,Housing_ptile,Housing_rank,Business_ptile,Business_rank,ImpactFinance_ptile,ImpactFinance_rank,CommDevOther_ptile,CommDevOther_rank,GlobalCapacity_ptile,GlobalCapacity_rank,CoreLogic_200pov,CountyName
894,47063,62999,28635,TN,0,7213.438965,12.57698631,29.83440781,-0.729276597,-0.372812629,-0.315748066,-0.717637002,-0.533868551,2,1,172,35,129,23,153,50,100,15,170,12466.68945,Hamblen
895,47065,348121,118729,TN,20.85088921,11150.39551,99.7141571,54.87948608,-0.525283039,-0.275557369,0.003230541,0.619371355,-0.044559628,4,14,111,71,38,20,103,48,67,37,81,35061.68359,Hamilton
896,47073,56595,25268,TN,0,5288.584961,287.3551636,46.59083176,-0.729276597,-0.066128112,-0.102335252,-1.371326208,-0.567266524,2,1,172,16,167,76,48,62,76,13,174,11010.66504,Hawkins
897,47081,24283,11246,TN,0,NA,25.600214,80.79607391,-0.729276597,-0.358277202,0.333308876,NA,NA,1,1,274,NA,NA,54,183,81,77,NA,NA,15224.89941,Hickman
898,47089,52490,20055,TN,19.90406418,7358.716797,34.65470123,18.30826187,-0.534546256,-0.348171324,-0.462547153,-0.668299973,-0.503391147,2,41,117,38,123,37,125,40,120,18,163,12176.34082,Jefferson
899,47093,444348,144147,TN,119.6501083,12194.24805,415.5377502,31.18398285,0.441314042,0.076938622,-0.298559636,0.97386843,0.298390359,4,68,41,83,22,69,40,21,102,70,39,30318.125,Knox
900,47105,50229,18021,TN,81.47050476,8994.163086,224.6383057,0,0.067785867,-0.136127442,-0.695724487,-0.112894967,-0.219240263,2,70,61,58,85,71,59,1,173,49,102,14992.0293,Loudon
901,47111,22761,10247,TN,336.2935486,NA,25.18405342,0,2.560833931,-0.358741671,-0.695724487,NA,NA,1,98,8,NA,NA,54,184,1,285.5,NA,NA,8175.615234,Macon
902,47113,98184,37497,TN,46.05347061,12585.65918,822.5204468,44.9783783,-0.278714865,0.531178832,-0.122871749,1.106793404,0.309096396,2,58,84,90,21,91,19,62,77,86,28,22223.38086,Madison
903,47115,28306,10781,TN,20.87004852,NA,204.1925659,233.4706726,-0.525095582,-0.158947274,2.277800083,NA,NA,1,68,129,NA,NA,82,75,95,21,NA,NA,11729.56543,Marion
904,47119,84089,29078,TN,21.35071373,4161.180664,143.8743439,58.32267761,-0.520393014,-0.226269454,0.047083646,-1.754197836,-0.613444149,2,42,116,5,190,66,69,69,62,9,181,18927.36914,Maury
905,47125,185980,68093,TN,22.67848015,3693.122314,24.68073082,15.67863464,-0.507402897,-0.359303445,-0.496038556,-1.913152575,-0.818974376,3,30,219,1,307,16,261,30,218,1,309,17673,Montgomery
906,47129,21794,8775,TN,41.0256424,NA,27.92022705,0,-0.327904373,-0.355687797,-0.695724487,NA,NA,1,74,106,NA,NA,55,179,1,285.5,NA,NA,9402.833008,Morgan
907,47139,16687,7067,TN,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,13453.05859,Polk
908,47145,53162,21757,TN,0,7077.27002,33.42565918,64.82971191,-0.729276597,-0.349543095,0.129958406,-0.763880551,-0.428185463,2,1,172,33,134,37,126,73,55,23,153,8929.693359,Roane
909,47147,67426,20640,TN,0,7366.959961,19.36162758,0,-0.729276597,-0.365240186,-0.695724487,-0.665500522,-0.613935471,2,1,172,39,122,27,145,1,173,9,182,16231.15234,Robertson
910,47149,282558,86772,TN,25.96098518,11807.59668,20.57416344,6.978911877,-0.475288659,-0.363886863,-0.606839776,0.842559874,-0.150863856,4,16,108,81,25,6,121,1,127,26,96,21934.08789,Rutherford
911,47153,14592,6103,TN,0,NA,11.46976852,0,-0.729276597,-0.374048412,-0.695724487,NA,NA,1,1,274,NA,NA,45,219,1,285.5,NA,NA,12252.47266,Sequatchie
912,47157,937750,385029,TN,85.43860626,10609.05078,707.4534912,120.2223053,0.106607579,0.402750671,0.835448444,0.435528249,0.445083737,5,41,81,68,44,76,33,73,37,66,47,21833.73438,Shelby
913,47159,19136,8047,TN,0,NA,0,196.1370697,-0.729276597,-0.386850029,1.802312493,NA,NA,1,1,274,NA,NA,1,333.5,93,29,NA,NA,7462.00293,Smith
914,47163,156752,61040,TN,116.5678635,10957.05469,377.0086975,19.05978203,0.411159068,0.0339357,-0.452975661,0.553711951,0.136457771,3,74,81,71,90,78,70,35,202,70,94,11321.51074,Sullivan
915,47165,169623,46959,TN,9.037117958,9959.547852,18.084095,23.08386612,-0.640862465,-0.366666049,-0.40172419,0.214954093,-0.298574656,3,17,259,59,130,11,276,39,190,24,238,16556.7168,Sumner
916,47167,61674,21141,TN,7.895901203,7976.665039,75.11470795,43.37278366,-0.652027488,-0.303013235,-0.143320888,-0.458441943,-0.389200896,2,32,136,44,112,53,95,61,79,29,141,10269.70996,Tipton
917,47169,7884,3259,TN,0,NA,18.62534523,290.2731018,-0.729276597,-0.366061956,3.001245975,NA,NA,1,1,274,NA,NA,50,199,97,15,NA,NA,9393.688477,Trousdale
918,47171,18069,8576,TN,55.13201904,NA,22.27145576,16.36112404,-0.189895347,-0.361992478,-0.487346232,NA,NA,1,77,91,NA,NA,53,189,63,149,NA,NA,3177.621826,Unicoi
919,47173,19096,9377,TN,0,NA,5.332195759,157.6337128,-0.729276597,-0.380898654,1.311926842,NA,NA,1,1,274,NA,NA,42,232,90,43,NA,NA,4042.045898,Union
920,47179,125317,45881,TN,0,10635.10645,234.6815186,22.34472084,-0.729276597,-0.124918051,-0.411138088,0.444376856,-0.205238968,3,1,291,68,101,67,104,38,193,36,201,18514.05664,Washington
921,47187,199456,26182,TN,55.67038345,15160.05469,103.2042999,4.694527149,-0.184628293,-0.271661967,-0.635934114,1.981069922,0.222211391,3,49,159,96,13,46,170,15,266,75,80,70858.8125,Williamson
922,47189,122445,30600,TN,0,10255.61328,130.4291229,5.346930504,-0.729276597,-0.241275892,-0.627624989,0.315499246,-0.320669562,3,1,291,62,120,50,156,17,260,20,250,31933.09961,Wilson
923,48007,24292,10041,TX,0,NA,57.36480331,23.64908218,-0.729276597,-0.32282421,-0.394525498,NA,NA,1,1,274,NA,NA,64,146,65,141,NA,NA,23761.35156,Aransas
924,48009,8779,2281,TX,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,46106.07813,Archer
925,48011,1943,312,TX,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,NA,Armstrong
926,48013,47050,17356,TX,105.8587952,NA,4.321272373,40.37508774,0.306387454,-0.38202697,-0.181500092,NA,NA,1,88,51,NA,NA,41,236,71,118,NA,NA,15103.0498,Atascosa
927,48015,28886,9004,TX,61.10303879,NA,2.665482044,33.20233154,-0.13147819,-0.383875042,-0.272853583,NA,NA,1,79,83,NA,NA,38,247,68,129,NA,NA,2.665482044,Austin
928,48019,20796,5970,TX,0,NA,227.4633179,0,-0.729276597,-0.132974401,-0.695724487,NA,NA,1,1,274,NA,NA,84,67,1,285.5,NA,NA,38791.78516,Bandera
929,48021,76948,26156,TX,40.23145676,5399.333496,128.3772736,6.340676308,-0.335674226,-0.243565992,-0.614968479,-1.333715439,-0.631981015,2,55,90,18,163,63,75,31,138,8,184,40201.02344,Bastrop
930,48027,326041,118814,TX,41.66231155,5956.974609,73.29238892,36.77069473,-0.321675539,-0.305047154,-0.227406278,-1.144338012,-0.499616742,4,31,89,11,114,14,111,29,91,5,122,18081.5,Bell
931,48029,1825502,707680,TX,111.9751434,9927.901367,361.8838196,76.45989227,0.366226435,0.017054569,0.27808246,0.204206795,0.216392562,5,55,62,58,58,53,65,59,57,47,72,22306.29883,Bexar
932,48037,93155,36507,TX,115.7673645,8946.449219,121.6185379,47.10170364,0.403327435,-0.25110954,-0.095828697,-0.129098818,-0.018177405,2,79,42,57,87,62,76,63,74,67,67,11846.09766,Bowie
933,48039,331741,84283,TX,25.75456619,8132.378418,367.4183044,50.48740005,-0.477308154,0.0232317,-0.052707858,-0.40556097,-0.228086323,4,15,109,31,89,65,46,46,70,21,102,49123.88281,Brazoria
934,48041,205271,91644,TX,37.14548492,8152.262207,137.3743134,23.679039,-0.365865678,-0.233524248,-0.394143969,-0.39880833,-0.348085552,3,39,192,36,199,53,148,41,186,18,256,32637.85156,Brazos
935,48051,17293,5813,TX,0,NA,0,172.0518341,-0.729276597,-0.386850029,1.495558619,NA,NA,1,1,274,NA,NA,1,333.5,91,38,NA,NA,12694.27051,Burleson
936,48055,39347,17722,TX,140.9845886,NA,12.85176659,31.26046753,0.650038838,-0.372505963,-0.297585517,NA,NA,1,90,40,NA,NA,46,214,67,131,NA,NA,6284.808594,Caldwell
937,48059,13532,5236,TX,0,NA,0,60.6165657,-0.729276597,-0.386850029,0.076299019,NA,NA,1,1,274,NA,NA,1,333.5,75,99,NA,NA,16767.55859,Callahan
938,48061,417947,249953,TX,49.17795944,5558.119629,356.0239868,69.27870941,-0.248146594,0.010514311,0.186621636,-1.279790998,-0.332700402,4,36,82,7,120,62,49,64,47,15,110,10500.53906,Cameron
939,48065,6068,1493,TX,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,74787.82813,Carson
940,48071,37251,10322,TX,0,NA,95.51831055,0.941723526,-0.729276597,-0.280240446,-0.683730483,NA,NA,1,1,274,NA,NA,71,118,56,174,NA,NA,57060.14063,Chambers
941,48077,10479,3167,TX,0,NA,0,71.04515076,-0.729276597,-0.386850029,0.20911935,NA,NA,1,1,274,NA,NA,1,333.5,79,85,NA,NA,52560.22266,Clay
942,48085,862215,159400,TX,43.35223007,12313.24805,281.1107178,18.12071609,-0.305142313,-0.073097639,-0.46493575,1.014281392,0.042776421,5,13,119,89,15,39,83,5,130,29,96,104247.8516,Collin
943,48091,119632,30178,TX,0,10524.07324,350.9387817,13.70724106,-0.729276597,0.004838629,-0.521146595,0.406669468,-0.209728777,3,1,291,66,107,76,77,28,225,35,204,55846.17969,Comal
944,48099,76128,24701,TX,0,2385.90918,4.372292519,58.65277863,-0.729276597,-0.381970018,0.051287875,-2.357088089,-0.854261696,2,1,172,1,197,15,170,70,61,2,195,7800.354492,Coryell
945,48107,6007,3205,TX,0,NA,0,414.3202515,-0.729276597,-0.386850029,4.581132889,NA,NA,1,1,274,NA,NA,1,333.5,99,5,NA,NA,11265.6123,Crosby
946,48113,2485003,1066652,TX,40.08303833,11116.33301,233.6016998,72.83003235,-0.337126285,-0.12612325,0.23185192,0.607803583,0.094101489,5,12,121,73,37,31,95,55,62,33,91,39611.5,Dallas
947,48121,731851,163740,TX,82.29671478,9896.546875,104.9560623,26.15223885,0.075869046,-0.269706815,-0.362644851,0.193558678,-0.090730987,5,39,84,57,59,6,128,7,127,21,107,109247.6406,Denton
948,48135,149557,49238,TX,72.89562225,4902.703125,244.4503021,45.6346817,-0.016106056,-0.114014946,-0.11451295,-1.502373338,-0.436751813,3,57,134,6,292,68,100,64,112,11,279,35299.29297,Ector
949,48139,157058,48234,TX,127.3841019,6079.927734,67.22919464,29.17617607,0.516979158,-0.311814398,-0.324131429,-1.102582574,-0.305387318,3,78,71,11,276,34,207,45,171,22,242,54249.09766,Ellis
950,48141,831095,412299,TX,49.11133575,7892.666992,1794.91626,58.20286942,-0.2487984,1.616486073,0.045557749,-0.48696804,0.23156935,5,17,114,18,111,95,8,41,81,49,69,12433.2334,El Paso
951,48145,17410,6984,TX,0,NA,8.841637611,29.92554474,-0.729276597,-0.376981735,-0.314587355,NA,NA,1,1,274,NA,NA,44,223,67,133,NA,NA,8.841637611,Falls
952,48157,658331,136511,TX,20.81118393,12582.50781,193.8730011,39.27301025,-0.525671482,-0.170465112,-0.195536345,1.105723262,0.053512581,5,5,130,92,12,22,107,24,104,30,95,26528.90039,Fort Bend
953,48167,308163,88906,TX,204.1613312,7827.741699,95.0994339,110.2177582,1.268125296,-0.280707955,0.708028734,-0.509016991,0.296607256,4,91,12,26,95,18,105,83,22,69,40,36864.99219,Galveston
954,48175,7410,2431,TX,0,NA,0,67.94824219,-0.729276597,-0.386850029,0.169676572,NA,NA,1,1,274,NA,NA,1,333.5,78,88,NA,NA,8872.181641,Goliad
955,48181,122780,44358,TX,38.78601837,9075.711914,79.77758026,11.95833397,-0.349815607,-0.297808915,-0.54342097,-0.085200615,-0.319061518,3,39,190,47,166,38,194,24,237,20,249,27229.0957,Grayson
956,48183,123178,50173,TX,135.261734,15477.62402,16.5459404,73.45294952,0.594049573,-0.368382812,0.239785507,2.088917971,0.638592541,3,80,64,97,11,11,278,82,57,93,23,27803.53516,Gregg
957,48187,143460,39527,TX,99.70509338,8106.648926,100.8835449,5.360487938,0.246183023,-0.274252206,-0.627452314,-0.414298803,-0.267455071,3,68,101,35,203,43,177,17,259,28,226,26057.64258,Guadalupe
958,48199,55375,17051,TX,17.29638672,11075.30176,378.261322,55.427845,-0.560058296,0.035333775,0.010214538,0.593869209,0.019839806,2,40,120,81,39,82,36,67,66,69,62,15445.72754,Hardin
959,48201,4356362,1687329,TX,82.43386841,11589.74707,279.7285461,98.69737244,0.077210881,-0.074640304,0.56130302,0.768577158,0.333112687,5,39,83,81,27,39,84,67,46,56,60,41471.26172,Harris
960,48209,177562,57861,TX,157.5771027,9510.755859,178.4494019,39.5846138,0.812370837,-0.187679648,-0.191567704,0.062542289,0.123916447,3,86,45,53,148,58,131,56,139,69,98,79458.4375,Hays
961,48215,819217,493279,TX,6.885347366,8331.234375,1155.937134,29.99978828,-0.66191417,0.903310776,-0.313641757,-0.33802858,-0.102568433,5,1,135,33,91,89,15,11,122,21,108,10044.27539,Hidalgo
962,48221,53171,16750,TX,0,9435.886719,4.537313461,62.9703064,-0.729276597,-0.38178584,0.106276684,0.03711639,-0.241917342,2,1,172,65,70,15,169,71,58,47,105,46940.25391,Hood
963,48229,3330,1900,TX,0,NA,96.02684021,0,-0.729276597,-0.279672861,-0.695724487,NA,NA,1,1,274,NA,NA,71,117,1,285.5,NA,NA,3565.099365,Hudspeth
964,48231,88052,34062,TX,0,6069.010742,21.04632759,27.7522831,-0.729276597,-0.363359869,-0.342266381,-1.106289983,-0.635298193,2,1,172,24,151,29,141,48,103,7,185,18831.48242,Hunt
965,48235,1644,430,TX,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,31855.26953,Irion
966,48245,252872,98255,TX,180.338913,13759.30762,214.4890289,98.61177826,1.03505981,-0.14745523,0.560212851,1.505369782,0.738296807,4,87,17,93,10,43,73,79,27,90,13,24026.60547,Jefferson
967,48251,155450,47651,TX,44.73983383,8613.004883,214.0715485,42.72062302,-0.291566759,-0.147921175,-0.15162693,-0.242338032,-0.20836322,3,42,180,41,186,62,118,61,123,35,203,34212.99219,Johnson
968,48253,19978,5004,TX,0,NA,1.998401284,48.5451622,-0.729276597,-0.384619564,-0.077444546,NA,NA,1,1,274,NA,NA,36,254,72,111,NA,NA,9547.557617,Jones
969,48257,109289,34609,TX,70.86863708,10260.0459,141.6751099,34.59790421,-0.035936959,-0.228724062,-0.255079329,0.317004591,-0.050683938,3,57,135,62,119,53,146,51,154,52,149,43062.64063,Kaufman
970,48259,37361,8180,TX,0,NA,253.6530914,90.47822571,-0.729276597,-0.103743561,0.456622481,NA,NA,1,1,274,NA,NA,84,65,83,68,NA,NA,135562.3438,Kendall
971,48281,20219,6677,TX,0,NA,0.755878389,35.44975281,-0.729276597,-0.386006385,-0.244230032,NA,NA,1,1,274,NA,NA,35,260,69,126,NA,NA,0.755878389,Lampasas
972,48291,77486,28353,TX,7.801309109,5174.520996,2.531795502,67.54611969,-0.652952909,-0.384024233,0.164555058,-1.41006279,-0.570621192,2,31,137,14,172,14,171,76,48,12,175,7514.501465,Liberty
973,48303,290782,114798,TX,11.97943211,9787.335938,66.43349457,217.4870148,-0.612076461,-0.312702477,2.07422924,0.15647015,0.32648012,4,8,119,51,63,12,113,98,3,72,37,32672.96094,Lubbock
974,48305,5764,2730,TX,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,NA,Lynn
975,48309,241505,102722,TX,33.6880455,4160.962402,47.97904205,44.4056015,-0.399691373,-0.333299816,-0.130166739,-1.754271865,-0.654357433,3,36,201,3,302,27,227,63,117,2,304,28523.11328,McLennan
976,48317,5252,1965,TX,0,NA,2.956233978,0,-0.729276597,-0.383550525,-0.695724487,NA,NA,1,1,274,NA,NA,39,244,1,285.5,NA,NA,17126.92578,Martin
977,48325,47392,13715,TX,0,NA,20.43543625,182.4307861,-0.729276597,-0.364041686,1.62774682,NA,NA,1,1,274,NA,NA,52,192,92,34,NA,NA,43594.3125,Medina
978,48329,151290,37186,TX,80.82784271,7897.976074,8.220104218,31.10859299,0.061498415,-0.377675414,-0.299519837,-0.48516506,-0.275215477,3,62,119,31,215,8,286,47,166,26,232,70441.50781,Midland
979,48339,502586,140665,TX,45.91333008,12043.18066,76.69129944,19.57172203,-0.280085921,-0.301253587,-0.446455479,0.922565281,-0.026307426,5,15,116,86,20,3,132,6,129,23,104,26199.38867,Montgomery
980,48351,14231,5518,TX,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,2130.039063,Newton
981,48355,352060,135837,TX,96.46614075,8998.30957,284.6914063,89.01891327,0.214494899,-0.069101177,0.438036412,-0.1114868,0.11798583,4,58,54,42,75,54,60,75,33,54,60,28297.01563,Nueces
982,48359,2071,591,TX,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,NA,Oldham
983,48361,83217,28806,TX,126.1772537,13394.76953,233.2907104,100.222435,0.505172014,-0.126470357,0.580726504,1.381571054,0.585249782,2,82,36,96,9,72,56,89,23,94,13,11252.80664,Orange
984,48367,121418,29197,TX,0,12147.13672,2.605099916,30.12295723,-0.729276597,-0.383942425,-0.312073052,0.957869232,-0.116855711,3,1,291,84,50,4,300,46,170,46,168,45800.05859,Parker
985,48375,122352,55937,TX,62.22615051,15956.29492,78.06996918,55.47479248,-0.120490283,-0.299714833,0.01081247,2.251476765,0.460521042,3,52,150,98,8,38,195,71,93,89,36,20440.11133,Potter
986,48381,126782,31988,TX,17.42853355,27936.81445,2.500937939,9.417235374,-0.558765471,-0.384058684,-0.575784862,6.320115566,1.20037663,3,23,240,100,1,3,301,22,244,98,8,27229.18359,Randall
987,48395,16532,6176,TX,0,NA,0,59.00049591,-0.729276597,-0.386850029,0.055716462,NA,NA,1,1,274,NA,NA,1,333.5,75,101,NA,NA,31021.77539,Robertson
988,48397,85536,16744,TX,0,9892.923828,62.40265656,0,-0.729276597,-0.317201376,-0.695724487,0.192328274,-0.387468547,2,1,172,71,58,48,103,1,173,30,140,68859.8125,Rockwall
989,48401,53457,19090,TX,0,13271.80957,0,78.32611847,-0.729276597,-0.386850029,0.301851064,1.339813232,0.131384417,2,1,172,95,10,1,192.5,80,40,77,47,10603.35352,Rusk
990,48409,66070,24082,TX,57.06472015,7397.104004,57.79205322,111.8220139,-0.170986876,-0.322347343,0.728460789,-0.655263484,-0.105034232,2,64,72,39,121,48,104,93,15,61,79,14323.55762,San Patricio
991,48423,217552,84797,TX,17.91811752,13497.2002,42.54021072,39.90617371,-0.553975642,-0.339370191,-0.187472254,1.416356921,0.083884709,3,24,238,91,29,25,233,57,136,65,111,32209.13086,Smith
992,48425,8608,2819,TX,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,44551.46875,Somervell
993,48439,1914526,639678,TX,56.36434174,11246.97168,140.8353119,68.92044067,-0.177838981,-0.229661375,0.182058662,0.652169108,0.106681854,5,19,111,76,33,17,114,52,66,35,89,39608.96094,Tarrant
994,48441,134435,51491,TX,66.82515717,8346.771484,323.2982788,11.08388424,-0.075496137,-0.0260114,-0.554558098,-0.332752109,-0.247204438,3,55,140,38,194,75,80,23,240,30,218,31268,Taylor
995,48451,115056,41302,TX,45.12309265,4752.912598,34.8478508,40.85929489,-0.28781718,-0.347955763,-0.175333142,-1.553242922,-0.591087222,3,43,179,5,296,22,242,58,132,4,299,29794.07227,Tom Green
996,48453,1121645,368571,TX,72.94866943,10384.69531,236.1962738,37.67835617,-0.015587072,-0.123227403,-0.215846136,0.359336108,0.001168874,5,34,90,64,49,32,93,20,109,27,99,93249.75781,Travis
997,48459,40096,13623,TX,0,NA,0.954268515,37.53548813,-0.729276597,-0.385784954,-0.217665732,NA,NA,1,1,274,NA,NA,35,258,69,123,NA,NA,26594.3418,Upshur
998,48469,90099,33495,TX,0,9593.286133,64.98609924,65.40458679,-0.729276597,-0.314317942,0.137280121,0.090569943,-0.203936115,2,1,172,67,67,49,102,73,54,52,96,27385.30664,Victoria
999,48473,45847,16935,TX,142.6715546,NA,301.9196472,40.02087784,0.666543186,-0.049872447,-0.186011359,NA,NA,1,91,39,NA,NA,86,59,70,119,NA,NA,49986.08984,Waller
1000,48479,263251,153706,TX,10.48539352,9248.149414,458.6443176,60.43603516,-0.626693308,0.125050575,0.073999748,-0.026640054,-0.113570757,4,6,121,45,71,74,34,58,54,27,94,12630.0127,Webb
1001,48485,131957,45453,TX,88.8370285,3104.061768,64.95381927,122.6882095,0.139855877,-0.314353973,0.866854608,-2.113200188,-0.35521093,3,65,109,1,310,33,209,95,17,17,260,17156.4375,Wichita
1002,48491,473592,99667,TX,112.3979568,9475.349609,260.2972717,33.68102646,0.370362997,-0.096327879,-0.266756862,0.050518166,0.014449106,4,66,44,47,68,51,64,25,97,43,73,69310.82031,Williamson
1003,48493,45509,11426,TX,0,NA,76.02718353,94.16251373,-0.729276597,-0.301994801,0.503546238,NA,NA,1,1,274,NA,NA,69,126,84,67,NA,NA,22351.57227,Wilson
1004,48497,61243,18974,TX,72.676651,8987.508789,40.52914429,52.72478104,-0.018248349,-0.341614753,-0.02421217,-0.115154795,-0.124807514,2,69,62,57,86,41,117,66,68,59,82,36505.01953,Wise
1005,49003,50991,16448,UT,285.1544189,7290.379395,28.11891937,0,2.060516834,-0.355466038,-0.695724487,-0.691507638,0.079454668,2,94,13,36,127,33,133,1,173,74,53,31991.04883,Box Elder
1006,49005,117449,46365,UT,25.32162476,7016.696777,50.9913063,29.13720322,-0.481543809,-0.329937756,-0.324627817,-0.784451544,-0.480140239,3,32,213,20,250,29,221,45,172,9,285,28683.34375,Cache
1007,49011,323374,74235,UT,36.02038574,8668.951172,14.93476105,20.20345306,-0.376873046,-0.370181084,-0.438409656,-0.22333841,-0.352200538,4,23,99,36,82,2,126,7,120,12,113,49125.57031,Davis
1008,49023,10400,3734,UT,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,NA,Juab
1009,49029,10276,2358,UT,0,NA,12.42578411,127.2264633,-0.729276597,-0.372981399,0.924654663,NA,NA,1,1,274,NA,NA,46,216,88,50,NA,NA,12.42578411,Morgan
1010,49035,1078958,330470,UT,107.0185547,9654.756836,278.7314148,37.14356995,0.317733884,-0.075753219,-0.222657278,0.111445673,0.032692265,5,51,68,53,64,38,85,19,111,29,97,51375.24219,Salt Lake
1011,49045,60893,15794,UT,27.30235481,4959.208984,580.6924438,0,-0.462165445,0.261270523,-0.695724487,-1.483183742,-0.594950795,2,49,102,11,177,88,24,1,173,11,178,16953.93164,Tooele
1012,49049,551957,181976,UT,9.166276932,8214.212891,82.32368469,58.04013062,-0.639598846,-0.294967175,0.043485079,-0.377769589,-0.317212641,5,3,133,28,98,4,131,40,82,5,129,48136.67188,Utah
1013,49053,148244,58230,UT,13.22773457,6895.975098,26.51263809,2.990986586,-0.599863768,-0.357258826,-0.657630742,-0.825449169,-0.610050619,3,20,250,18,256,17,259,14,269,3,301,26666.39844,Washington
1014,49057,238682,77332,UT,112.7568588,6878.95459,341.802948,89.96927643,0.373874307,-0.005358028,0.450140417,-0.831229389,-0.003143173,3,73,85,18,257,75,78,89,37,58,132,23494.05859,Weber
1015,50007,159711,37022,VT,263.6531067,10481.52637,2229.023438,66.23314667,1.850160003,2.101000309,0.147832796,0.392220378,1.12280333,3,97,12,65,109,98,9,79,67,97,11,1793.088623,Chittenden
1016,50011,48418,12959,VT,179.2628326,NA,1380.713989,46.07222748,1.02453208,1.154188037,-0.108940288,NA,NA,1,93,28,NA,NA,95,20,72,113,NA,NA,299.5763855,Franklin
1017,50013,6952,1652,VT,471.0012207,NA,706.1864624,0,3.878739595,0.401336521,-0.695724487,NA,NA,1,99,5,NA,NA,92,33,1,285.5,NA,NA,706.1864624,Grand Isle
1018,51003,103108,22231,VA,97.10472107,8005.515137,39.98691177,0,0.220742419,-0.342219949,-0.695724487,-0.44864431,-0.316461593,3,68,102,34,207,25,234,1,293.5,21,248,25674.63086,Albemarle
1019,51007,12777,4247,VA,0,NA,26.37155724,0,-0.729276597,-0.357416272,-0.695724487,NA,NA,1,1,274,NA,NA,55,181,1,285.5,NA,NA,4043.73291,Amelia
1020,51009,32148,10643,VA,23.57361603,NA,13.67179298,0,-0.498645365,-0.371590704,-0.695724487,NA,NA,1,69,125,NA,NA,47,211,1,285.5,NA,NA,3877.462402,Amherst
1021,51011,15208,5203,VA,0,NA,48.88722992,0,-0.729276597,-0.332286179,-0.695724487,NA,NA,1,1,274,NA,NA,61,155,1,285.5,NA,NA,2082.614014,Appomattox
1022,51013,223945,38380,VA,649.4440918,9308.709961,1439.361084,98.09567261,5.624526024,1.219645023,0.55363965,-0.006073416,1.847934365,3,100,2,50,156,96,13,90,33,100,2,143362.1406,Arlington
1023,51015,74053,20221,VA,268.3346558,9132.631836,903.7476807,0,1.895961642,0.621837914,-0.695724487,-0.065870345,0.439051181,2,93,14,61,78,93,14,1,173,91,19,7099.026367,Augusta
1024,51019,76463,19505,VA,0,10023.75586,321.1127319,0,-0.729276597,-0.028450724,-0.695724487,0.236759424,-0.304173082,2,1,172,73,55,77,46,1,173,40,119,4520.564941,Bedford
1025,51023,33155,7803,VA,0,NA,1317.603027,0,-0.729276597,1.083748817,-0.695724487,NA,NA,1,1,274,NA,NA,95,22,1,285.5,NA,NA,10464.2793,Botetourt
1026,51029,17068,5585,VA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,200.1790466,Buckingham
1027,51031,55012,17976,VA,0,9390.507813,22.36746025,0,-0.729276597,-0.361885309,-0.695724487,0.021705506,-0.441295236,2,1,172,64,73,30,140,1,173,22,156,6488.468262,Campbell
1028,51033,29349,8499,VA,69.72808838,NA,56.71184921,0,-0.047095459,-0.323552966,-0.695724487,NA,NA,1,83,70,NA,NA,63,149,1,285.5,NA,NA,14343.13867,Caroline
1029,51036,7118,2284,VA,0,NA,80.99824524,0,-0.729276597,-0.296446532,-0.695724487,NA,NA,1,1,274,NA,NA,69,123,1,285.5,NA,NA,1286.540283,Charles City
1030,51041,328176,65166,VA,0,10130.2998,128.6854858,48.35338211,-0.729276597,-0.243221998,-0.079887092,0.272942245,-0.194860861,4,1,127,55,58,22,100,43,74,22,101,27959.38867,Chesterfield
1031,51043,14299,3056,VA,69.95484161,NA,208.2198944,0,-0.04487703,-0.154452309,-0.695724487,NA,NA,1,83,68,NA,NA,82,74,1,285.5,NA,NA,38302.23828,Clarke
